prec_no,block_no,name,kind,pref_name,total_hot_days,mean_hot_days,max_hot_days,years_with_data,coverage,name_norm,amedas_code,kjName,knName,lat,lon,alt
48,1339,阿南,a,長野県,0.0,,,0,0.0,阿南,48836,阿南,アナン,35.31333333333333,137.81166666666667,610
46,0387,相模湖,a,神奈川県,0.0,,,0,0.0,相模湖,46001,相模湖,サガミコ,35.61333333333333,139.19333333333333,188
48,1317,浪合,a,長野県,0.0,0.0,0.0,10,1.0,浪合,48826,浪合,ナミアイ,35.373333333333335,137.69166666666666,940
46,0390,箱根,a,神奈川県,0.0,,,0,0.0,箱根,46161,箱根,ハコネ,35.221666666666664,139.04166666666666,855
46,1005,相模原中央,a,神奈川県,0.0,,,0,0.0,相模原中央,46046,相模原中央,サガミハラチュウオウ,35.571666666666665,139.37,149
46,1006,日吉,a,神奈川県,0.0,,,0,0.0,日吉,46061,日吉,ヒヨシ,35.55166666666667,139.65,57
46,1007,平塚,a,神奈川県,0.0,,,0,0.0,平塚,46136,平塚,ヒラツカ,35.345,139.305,20
46,1096,丹沢湖,a,神奈川県,0.0,,,0,0.0,丹沢湖,46076,丹沢湖,タンザワコ,35.41,139.04333333333332,330
48,0393,野沢温泉,a,長野県,0.0,0.0,0.0,10,1.0,野沢温泉,48031,野沢温泉,ノザワオンセン,36.91166666666667,138.44166666666666,576
48,0394,信濃町,a,長野県,0.0,0.0,0.0,10,1.0,信濃町,48061,信濃町,シナノマチ,36.80833333333333,138.19666666666666,685
48,0396,白馬,a,長野県,0.0,0.0,0.0,10,1.0,白馬,48141,白馬,ハクバ,36.69833333333333,137.86166666666668,703
48,0398,笠岳,a,長野県,0.0,,,0,0.0,笠岳,48172,笠岳,カサダケ,36.665,138.45833333333334,1473
48,0407,鹿教湯,a,長野県,0.0,,,0,0.0,鹿教湯,48371,鹿教湯,カケユ,36.30166666666667,138.13666666666666,721
48,0414,原村,a,長野県,0.0,0.0,0.0,10,1.0,原村,48561,原村,ハラムラ,35.97,138.22,1017
48,0415,野辺山,a,長野県,0.0,0.0,0.0,10,1.0,野辺山,48571,野辺山,ノベヤマ,35.94833333333333,138.47166666666666,1350
48,0416,御嶽山,a,長野県,0.0,,,0,0.0,御嶽山,48601,御嶽山,オンタケサン,35.87166666666667,137.50333333333333,2195
48,0420,宮田高原,a,長野県,0.0,,,0,0.0,宮田高原,48681,宮田高原,ミヤダコウゲン,35.77333333333333,137.885,1660
48,0422,須原,a,長野県,0.0,,,0,0.0,須原,48716,須原,スハラ,35.69833333333333,137.69166666666666,535
48,0992,菅平,a,長野県,0.0,0.0,0.0,10,1.0,菅平,48216,菅平,スガダイラ,36.531666666666666,138.325,1253
48,0993,東御,a,長野県,0.0,0.0,0.0,10,1.0,東御,48321,東御,トウミ,36.38333333333333,138.38333333333333,958
48,0994,上高地,a,長野県,0.0,,,0,0.0,上高地,48346,上高地,カミコウチ,36.248333333333335,137.63333333333333,1510
48,1162,鬼無里,a,長野県,0.0,,,0,0.0,鬼無里,48146,鬼無里,キナサ,36.68833333333333,137.965,778
48,1312,奈川,a,長野県,0.0,0.0,0.0,10,1.0,奈川,48466,奈川,ナガワ,36.08833333333333,137.68333333333334,1068
48,1314,開田高原,a,長野県,0.0,0.0,0.0,10,1.0,開田高原,48531,開田高原,カイダコウゲン,35.93833333333333,137.60166666666666,1130
99,89532,昭和,s,南極,0.0,0.0,0.0,10,1.0,昭和,,,,,,
